0,2017-03-28 10:08:01.249022
1,2017-03-28 10:08:01.999672
2,2017-03-28 10:08:14.429073
3,2017-03-28 10:09:22.021648
4,2017-03-28 10:09:30.300738
5,2017-03-28 10:10:55.060425
6,2017-03-28 10:11:33.060776
7,2017-03-28 10:11:42.663885
8,2017-03-28 10:12:19.646037
9,2017-03-28 10:13:21.920297
10,2017-03-28 10:13:30.294241
11,2017-03-28 10:13:31.760525
12,2017-03-28 10:13:51.483745
13,2017-03-28 10:14:01.808126
14,2017-03-28 10:14:14.911483
15,2017-03-28 10:14:48.663671
16,2017-03-28 10:15:12.015588
17,2017-03-28 10:15:18.358490
18,2017-03-28 10:15:19.494379
19,2017-03-28 10:15:58.865009
20,2017-03-28 10:15:59.427179
21,2017-03-28 10:16:26.093936
22,2017-03-28 10:16:41.717984
23,2017-03-28 10:16:41.836548
24,2017-03-28 10:16:42.717444
25,2017-03-28 10:16:44.550608
26,2017-03-28 10:16:57.372403
27,2017-03-28 10:17:22.060350
28,2017-03-28 10:17:22.463860
29,2017-03-28 10:17:22.801085
30,2017-03-28 10:17:23.116584
31,2017-03-28 10:17:24.367533
32,2017-03-28 10:17:28.663385
33,2017-03-28 10:18:03.631949
34,2017-03-28 10:19:18.960002
35,2017-03-28 10:19:19.151400
36,2017-03-28 10:19:48.208806
37,2017-03-28 10:20:44.932633
38,2017-03-28 10:21:00.650778
39,2017-03-28 10:21:24.353993
40,2017-03-28 10:22:16.160086
41,2017-03-28 10:22:58.389182
42,2017-03-28 10:24:38.623716
43,2017-03-28 10:24:45.016729
44,2017-03-28 10:25:00.423968
45,2017-03-28 10:25:23.590142
46,2017-03-28 10:25:23.851048
47,2017-03-28 10:25:40.189064
48,2017-03-28 10:26:35.880481
49,2017-03-28 10:26:51.304065
50,2017-03-28 10:27:05.119722
51,2017-03-28 10:27:07.173657
52,2017-03-28 10:28:13.203541
53,2017-03-28 10:28:38.832146
54,2017-03-28 10:28:46.040183
55,2017-03-28 10:28:50.069726
56,2017-03-28 10:29:15.440121
57,2017-03-28 10:29:25.853216
58,2017-03-28 10:29:58.000164
59,2017-03-28 10:29:58.778139
60,2017-03-28 10:29:59.663575
61,2017-03-28 10:30:41.673357
62,2017-03-28 10:31:15.266882
63,2017-03-28 10:31:17.652070
64,2017-03-28 10:31:18.478127
65,2017-03-28 10:31:19.455102
66,2017-03-28 10:31:22.109638
67,2017-03-28 10:31:35.582960
68,2017-03-28 10:32:17.201408
69,2017-03-28 10:33:05.855496
70,2017-03-28 10:34:16.690332
71,2017-03-28 10:34:16.814717
72,2017-03-28 10:34:21.160220
73,2017-03-28 10:34:45.561617
74,2017-03-28 10:35:10.595560
75,2017-03-28 10:35:15.998760
76,2017-03-28 10:35:27.036206
77,2017-03-28 10:35:27.478584
78,2017-03-28 10:36:10.120138
79,2017-03-28 10:36:22.884859
80,2017-03-28 10:37:03.711632
81,2017-03-28 10:37:58.151476
82,2017-03-28 10:38:09.353304
