0,2017-03-28 13:01:39.599446
1,2017-03-28 13:01:45.306211
2,2017-03-28 13:01:51.167956
3,2017-03-28 13:01:51.496003
4,2017-03-28 13:02:25.567536
5,2017-03-28 13:02:25.855019
6,2017-03-28 13:02:26.126839
7,2017-03-28 13:02:26.391120
8,2017-03-28 13:02:26.631090
9,2017-03-28 13:02:28.183222
10,2017-03-28 13:03:18.174246
11,2017-03-28 13:03:18.421788
12,2017-03-28 13:03:59.131762
13,2017-03-28 13:03:59.323686
14,2017-03-28 13:05:19.258496
15,2017-03-28 13:05:19.521888
16,2017-03-28 13:05:59.944444
17,2017-03-28 13:06:00.551455
18,2017-03-28 13:06:02.911565
19,2017-03-28 13:06:30.456210
20,2017-03-28 13:07:48.024753
21,2017-03-28 13:08:39.584272
22,2017-03-28 13:08:40.423770
23,2017-03-28 13:10:07.777390
24,2017-03-28 13:10:45.989975
25,2017-03-28 13:10:49.021866
26,2017-03-28 13:12:04.709408
27,2017-03-28 13:12:05.012516
28,2017-03-28 13:12:05.380614
29,2017-03-28 13:12:05.764666
30,2017-03-28 13:12:06.148542
31,2017-03-28 13:12:21.405870
32,2017-03-28 13:12:21.605682
33,2017-03-28 13:12:37.839853
34,2017-03-28 13:12:42.064713
35,2017-03-28 13:12:58.748770
36,2017-03-28 13:13:07.455641
37,2017-03-28 13:13:26.450814
38,2017-03-28 13:13:47.965641
39,2017-03-28 13:14:15.960884
40,2017-03-28 13:14:23.908583
41,2017-03-28 13:15:07.146457
42,2017-03-28 13:15:55.371634
43,2017-03-28 13:15:55.555196
44,2017-03-28 13:17:11.025217
45,2017-03-28 13:17:15.956289
46,2017-03-28 13:17:43.998636
47,2017-03-28 13:18:51.744021
48,2017-03-28 13:20:00.796480
49,2017-03-28 13:20:26.531128
50,2017-03-28 13:22:24.854418
51,2017-03-28 13:22:58.827129
52,2017-03-28 13:23:10.075978
53,2017-03-28 13:23:28.276968
54,2017-03-28 13:23:33.612710
55,2017-03-28 13:23:41.828692
56,2017-03-28 13:23:45.825343
57,2017-03-28 13:24:33.994520
58,2017-03-28 13:24:34.346587
59,2017-03-28 13:24:34.794557
60,2017-03-28 13:24:53.011846
61,2017-03-28 13:24:53.251113
62,2017-03-28 13:24:53.523829
63,2017-03-28 13:24:53.795848
64,2017-03-28 13:25:03.100691
65,2017-03-28 13:25:30.341923
66,2017-03-28 13:26:32.455397
67,2017-03-28 13:27:23.843337
68,2017-03-28 13:27:24.043172
69,2017-03-28 13:27:24.282995
70,2017-03-28 13:27:31.744169
71,2017-03-28 13:27:32.192275
72,2017-03-28 13:27:32.640275
73,2017-03-28 13:27:33.056156
74,2017-03-28 13:27:42.773630
75,2017-03-28 13:28:05.267370
76,2017-03-28 13:29:01.592233
77,2017-03-28 13:29:01.855976
78,2017-03-28 13:29:02.096033
79,2017-03-28 13:30:22.989849
80,2017-03-28 13:30:23.237877
81,2017-03-28 13:30:29.539157
82,2017-03-28 13:30:34.880246
